strain	nativename	latitude	longitude	stockparent	site	country	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 33	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 61	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 73	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 146	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 327	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 398	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
7377	Tul-0	43.2708	-85.2563	CS6877	Tul	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	1	4	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	0	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	3	4	1	1	2	3	1	1
7378	Uk-1	48.0333	7.7667	CS6879	Uk	GER	0	2	1	3	1	2	1	1	2	2	2	1	3	4	2	4	3	2	3	2	1	4	2	2	1	4	2	1	2	1	1	3	1	4	4	4	1	2	3	4	1	3	2	3	1	4	1	1	3	3	3	3	3	2	4	4	1	2	2	2	3	1	2	2	2	4	2	3	3	1	1	4	1	2	3	1	4	1	4	1	2	0	3	3	3	3	1	3	4	4	3	3	2	1	4	4	4	4	3	4	4	1	4	3	1	4	3	3	4	3	4	2	2	4	2	1	2	3	2	2	2	1	3	4	3	3	3	3	1	3	1	3	2	3	2	4	1	3	1	3	0	1	2	1	3	0	3	1	3
7379	Uk-2	48.0333	7.7667	CS6881	Uk	GER	1	2	3	3	1	2	1	1	4	2	4	3	0	1	2	3	0	1	2	2	0	2	4	4	1	2	0	1	2	1	2	3	3	3	0	4	4	2	3	2	1	1	3	1	1	4	1	3	1	3	3	4	0	2	4	4	2	4	2	2	3	1	2	2	2	3	1	1	3	3	1	4	1	2	1	1	1	1	4	1	2	3	3	3	1	3	2	1	4	4	1	1	2	2	4	4	4	4	1	4	2	4	4	2	3	2	3	1	2	2	1	2	4	4	2	1	2	4	2	2	2	3	3	4	3	4	0	3	3	3	3	3	3	0	2	2	1	3	1	4	2	1	2	3	3	2	1	1	3
7380	Uk-3	48.0333	7.7667	CS6880	Uk	GER	3	1	1	4	3	2	1	4	4	3	2	3	3	4	2	3	0	1	3	2	2	2	2	2	3	4	2	1	4	1	1	3	1	3	2	2	1	4	3	2	1	1	3	3	1	2	3	3	3	3	3	4	1	2	4	2	2	4	2	2	1	1	2	2	1	3	2	1	1	1	4	4	1	2	1	1	4	1	4	1	4	3	1	4	1	3	1	1	2	4	3	3	1	1	4	3	9	3	3	4	4	1	4	3	1	2	3	1	4	3	7	1	2	4	1	1	2	4	2	2	2	3	3	3	3	3	3	3	1	1	1	3	3	3	2	2	1	3	3	3	3	1	4	3	3	2	1	1	3
7381	Uk-4	48.0333	7.7667	CS6882	Uk	GER	1	0	3	0	3	0	0	1	2	2	4	0	3	0	2	3	0	1	2	2	2	0	4	0	1	2	2	1	0	3	2	3	3	4	4	4	4	2	3	2	1	1	0	1	1	0	0	3	1	3	1	3	3	2	4	2	1	4	0	2	0	3	4	4	1	3	1	0	3	3	1	4	1	2	1	1	0	1	4	1	2	0	3	0	0	3	2	1	2	4	1	0	2	0	4	4	4	0	0	4	0	0	4	2	3	0	0	1	2	2	1	2	0	4	2	0	0	0	2	2	2	3	0	0	0	4	3	3	3	1	1	1	3	3	2	0	1	1	0	3	0	0	2	3	3	2	1	4	1
7382	Utrecht	52.0918	5.1145	CS6150	Utrecht	NED	1	1	3	4	3	2	1	1	4	2	2	3	1	4	2	4	3	2	3	2	2	4	2	2	1	4	2	1	2	1	2	1	3	4	4	4	1	2	3	4	1	1	2	3	3	2	1	3	3	1	3	3	3	2	2	4	1	4	2	2	3	1	2	2	1	3	2	3	3	3	1	4	1	2	1	1	4	1	2	4	2	0	3	4	1	3	1	3	2	2	1	1	2	2	4	3	9	4	1	4	2	4	4	2	3	4	3	3	4	2	4	1	4	1	1	1	4	4	2	2	4	3	3	3	3	3	3	1	1	1	1	3	2	1	2	2	3	3	1	3	0	3	2	1	3	0	3	1	1
7383	Van-0	49.3	-123.0	CS6884	Van	CAN	3	1	3	4	3	4	1	1	2	2	4	3	1	1	2	3	0	0	2	4	2	4	4	4	0	4	3	1	2	1	1	1	3	3	2	4	1	2	3	2	1	1	2	1	1	4	3	1	3	1	3	3	1	4	4	2	2	4	2	2	3	3	4	2	2	4	1	1	1	3	1	4	1	2	3	1	4	1	4	1	2	0	1	3	3	1	1	3	4	2	3	1	2	1	4	4	2	4	3	4	4	4	4	2	3	4	3	1	4	2	1	1	4	4	1	1	4	3	2	4	2	1	1	3	3	3	3	1	1	3	1	3	2	3	2	4	3	1	1	4	0	3	2	3	1	0	3	1	3
7384	Ven-1	52.0333	5.55	CS22538	Ven	NED	1	2	1	3	1	4	1	1	2	3	2	1	3	1	2	3	0	1	3	4	1	4	2	2	1	4	3	1	2	1	1	1	1	3	0	4	1	2	3	2	1	1	2	3	3	4	1	3	1	1	3	3	0	4	2	4	1	2	1	4	3	1	2	4	2	3	2	3	3	1	4	4	1	4	1	1	1	3	2	1	2	0	1	4	1	3	1	1	2	4	1	1	2	1	4	4	2	4	3	2	4	4	4	3	1	4	3	1	4	3	1	1	2	4	2	3	4	4	2	0	2	3	3	4	3	3	3	1	3	3	3	1	3	3	2	4	3	1	3	3	0	1	4	1	1	0	1	1	1
7385	Ven-2	52.0333	5.55	CS22539	Ven	NED	1	2	1	3	1	4	1	1	2	2	2	1	3	1	2	3	0	1	3	4	1	4	2	2	1	4	2	1	2	1	2	1	1	4	4	2	1	4	3	4	3	3	2	3	1	4	3	3	1	1	3	3	3	4	2	4	1	2	2	4	1	3	4	4	1	4	1	3	3	1	4	4	1	4	3	1	1	1	4	1	2	0	1	3	3	3	1	1	2	0	3	1	2	1	4	4	4	4	1	4	2	4	4	2	1	4	4	1	4	2	4	1	2	4	2	3	2	4	2	4	4	1	3	4	3	3	3	1	1	1	1	3	3	3	2	4	3	1	3	3	0	1	2	1	1	0	1	4	3
7386	Vi-0	50.1946	8.74639	CS6883	Vi	GER	3	1	1	3	0	4	0	4	2	0	0	3	0	4	0	4	0	0	2	0	0	2	4	2	0	4	0	0	0	1	2	0	0	3	0	2	1	0	3	4	0	0	2	3	3	2	1	3	0	1	3	3	0	4	2	4	2	2	2	0	3	0	0	2	0	3	0	0	3	0	0	0	0	2	0	2	4	1	4	1	0	0	3	3	3	1	0	0	0	0	1	1	1	2	4	3	0	0	3	2	0	4	4	0	3	4	0	1	4	2	4	1	0	1	2	3	4	4	0	0	0	3	3	3	3	3	0	3	0	3	3	3	0	0	2	0	0	1	0	0	2	1	4	0	3	2	3	1	3
7387	Vind-1	54.9902	-2.3671	CS22560	Vind	UK	3	1	1	4	1	2	1	4	4	2	2	3	1	4	4	3	0	1	2	2	1	2	4	4	1	4	2	4	2	1	2	3	3	4	2	4	1	4	3	4	1	1	2	3	3	4	3	3	3	3	3	3	3	4	4	2	1	2	2	2	3	3	4	2	1	4	2	1	3	3	4	4	1	4	3	1	4	3	2	4	2	1	1	4	3	1	2	3	2	2	3	1	2	1	4	3	2	3	3	2	4	1	4	2	1	2	3	1	4	2	1	1	2	1	2	3	2	0	3	4	2	1	1	3	1	4	4	1	1	1	1	1	2	3	2	4	3	3	1	4	3	1	4	1	1	2	1	1	1
7388	Wag-1	51.9666	5.6666	CS22540	Wag	NED	1	2	1	3	3	4	3	4	4	2	4	3	3	4	4	4	0	1	2	2	2	2	2	4	1	4	3	1	2	1	1	1	1	4	2	4	4	2	3	4	1	3	2	3	3	2	1	3	1	1	1	3	3	4	4	4	1	2	1	4	1	1	2	2	1	3	1	1	1	3	1	4	1	2	1	2	1	1	4	1	2	1	3	4	1	3	2	1	2	4	1	1	2	1	4	3	2	4	3	4	4	1	4	2	1	2	3	3	4	3	1	1	2	1	2	3	2	4	3	4	2	1	3	3	3	4	3	1	1	1	3	3	3	3	1	2	3	1	1	3	3	3	4	3	3	2	3	1	3
7389	Wag-2	51.9666	5.6666	CS22541	Wag	NED	0	1	1	3	3	2	1	4	2	3	2	3	1	4	4	4	0	1	3	2	2	2	4	2	1	4	2	4	2	1	1	1	3	4	4	2	1	2	3	4	3	3	2	3	3	4	3	1	3	1	3	3	0	4	4	4	2	2	1	4	3	1	2	2	2	3	1	3	3	3	1	4	1	2	1	1	4	1	4	1	2	0	0	3	1	3	2	3	2	2	3	1	2	2	4	4	4	3	1	2	4	4	4	3	3	2	4	1	4	3	1	1	4	4	1	3	4	3	3	4	4	1	3	4	3	3	4	3	3	3	1	1	2	3	2	4	3	1	3	3	0	1	2	1	1	0	1	4	3
7390	Wag-3	51.9666	5.6666	CS22542	Wag	NED	0	1	1	3	1	2	1	4	4	3	2	3	1	1	2	3	0	1	3	2	2	4	2	2	3	4	2	4	0	1	1	1	1	4	4	2	1	2	3	2	1	3	0	3	3	4	1	1	1	1	3	3	1	4	2	2	2	2	2	4	3	3	4	4	2	3	2	1	1	3	1	1	4	2	3	1	4	1	2	1	2	0	1	4	1	3	2	3	2	2	3	1	2	2	2	4	4	3	1	2	4	4	4	3	3	2	4	3	4	2	1	1	4	4	1	3	2	4	3	4	4	1	3	4	3	4	3	3	3	3	3	3	2	1	2	2	3	3	3	3	0	1	2	1	1	0	1	1	3
7391	Wag-4	51.9666	5.6666	CS22543	Wag	NED	3	2	1	3	3	4	3	1	2	3	2	3	1	1	2	3	0	1	2	4	1	4	4	4	1	2	2	1	2	1	1	1	1	3	4	4	4	4	3	2	3	3	2	1	3	2	3	1	1	3	3	3	1	4	4	0	1	4	2	4	3	1	2	2	2	3	1	3	3	3	1	1	1	4	3	1	1	1	2	4	2	0	3	4	1	1	2	3	2	2	1	1	2	1	4	3	4	4	3	2	2	1	2	3	3	2	4	3	4	0	1	2	4	4	1	1	2	4	3	4	4	3	3	4	3	3	3	3	3	3	3	1	2	1	2	2	3	1	1	3	0	3	2	1	3	0	1	1	1
7392	Wag-5	51.9666	5.6666	CS22544	Wag	NED	1	0	3	0	3	0	0	1	4	2	2	0	1	0	2	3	0	0	2	2	2	0	4	0	3	4	2	1	0	1	0	1	3	3	4	2	1	2	3	2	3	3	0	3	1	0	0	1	1	1	3	3	1	4	4	4	1	2	0	4	0	3	4	2	2	3	0	0	3	3	4	1	1	2	1	1	0	3	4	1	2	0	3	0	0	1	0	1	0	2	1	0	2	0	4	3	4	0	0	2	0	0	4	3	3	0	0	3	4	3	4	2	0	4	2	0	0	4	2	2	2	3	0	0	0	4	4	1	1	1	3	1	2	1	2	0	3	3	0	3	0	0	2	1	1	2	1	1	1
7393	Wag-6	51.9666	5.6666	CS22545	Wag	NED	3	1	1	4	0	2	3	4	4	0	0	3	0	1	0	3	0	0	3	0	0	4	4	4	3	4	0	0	2	3	2	0	0	4	0	2	1	0	3	2	0	0	3	3	3	4	1	1	1	1	3	4	0	4	2	2	2	2	2	0	3	0	0	4	0	3	0	1	1	3	0	0	1	4	0	1	7	1	2	1	0	1	3	4	1	3	2	0	0	2	3	1	2	2	4	3	0	3	1	2	4	4	4	0	3	2	4	3	4	2	1	1	4	4	1	3	2	4	0	4	4	1	3	4	3	4	0	1	0	3	1	1	3	0	2	2	0	3	1	3	3	1	9	0	1	2	1	1	3
7394	Wa-1	52.3	21.0	CS6885	Wa	POL	3	2	1	4	3	4	1	4	2	2	2	3	3	4	4	3	0	1	2	4	1	2	2	4	1	4	2	1	2	3	2	3	3	3	4	4	4	4	1	4	1	1	3	3	3	4	1	3	1	1	3	4	3	4	4	4	1	4	2	4	3	3	4	4	2	3	2	1	1	3	4	4	4	2	1	1	1	1	4	1	2	3	3	3	3	3	2	1	2	4	1	3	2	2	2	4	2	4	3	4	2	4	4	3	1	4	3	3	2	2	4	1	4	4	2	1	2	3	2	2	4	3	3	4	1	4	4	3	3	3	1	3	3	1	0	4	3	1	1	3	2	1	4	1	3	2	3	4	3
7395	Ws-3	52.3	30.0	CS6924	Ws	RUS	1	1	1	3	3	2	3	4	4	2	2	1	1	4	4	3	0	1	3	2	2	2	4	4	1	4	2	4	4	1	1	3	1	3	4	2	1	4	3	4	1	1	0	1	3	2	1	3	3	3	3	3	3	4	2	4	2	2	1	4	3	3	4	4	1	3	0	1	1	3	4	4	4	4	1	2	1	1	4	4	2	0	3	4	1	3	1	1	4	4	1	3	1	2	4	3	4	4	3	4	2	4	4	2	3	4	3	1	2	2	1	2	4	4	1	3	2	4	2	2	4	3	3	4	3	3	3	1	3	3	3	3	3	1	2	4	3	1	3	3	0	1	4	1	3	0	3	1	3
7396	Ws-0	52.3	30.0	CS6891	Ws	RUS	3	1	1	3	3	4	1	4	2	2	2	1	3	1	4	3	0	1	2	4	1	4	2	2	1	2	3	4	2	3	2	1	3	3	2	4	4	4	3	4	3	1	2	1	3	4	3	3	1	1	3	4	1	2	4	4	1	4	1	2	0	3	4	2	2	4	1	1	3	1	1	4	1	2	3	2	1	1	4	1	2	0	3	3	3	3	1	1	4	2	1	3	1	2	4	4	9	3	3	2	2	1	4	2	3	4	0	3	2	3	1	1	4	4	1	3	2	4	3	0	2	3	3	4	1	3	3	3	3	1	1	3	3	3	2	4	3	1	1	4	0	1	4	1	3	0	3	4	3
7397	Ws	52.3	30.0	CS915	Ws	RUS	1	1	1	3	3	2	3	4	4	2	2	1	1	4	4	3	0	1	3	2	2	2	4	4	1	4	2	4	4	1	1	3	1	3	0	2	1	4	3	4	1	1	0	1	3	2	1	3	3	3	3	3	3	4	2	4	2	2	1	4	3	3	4	4	1	3	1	1	1	3	4	4	4	4	1	2	1	1	4	4	2	0	3	4	1	3	0	1	4	4	1	3	1	2	4	3	4	4	3	4	2	4	4	2	3	4	3	1	2	0	1	2	4	4	1	3	2	4	2	2	4	3	3	4	3	3	3	1	3	0	3	3	3	1	2	4	3	1	3	3	0	1	4	1	3	0	3	1	3
7398	Ws-4	52.3	30.0	CS5390	Ws	RUS	1	1	1	3	3	2	3	4	4	2	2	1	1	4	4	3	0	1	3	2	2	2	4	4	1	4	2	4	4	1	1	3	1	3	4	2	1	4	3	4	1	1	0	1	3	2	1	3	3	3	3	3	3	4	2	4	2	2	1	4	0	3	4	4	1	3	1	1	1	3	4	4	4	4	1	2	1	1	4	4	2	0	3	4	1	3	1	1	4	4	1	3	1	2	4	3	4	4	3	4	2	4	4	2	3	4	3	1	2	2	1	2	4	4	2	3	2	4	2	2	4	3	3	4	3	3	3	1	3	3	3	3	3	1	2	4	3	1	3	3	0	1	4	1	3	0	3	1	3
7399	Ws-2	52.3	30.0	CS2360	Ws	RUS	1	1	1	3	3	2	3	4	4	2	2	1	1	4	4	3	3	1	3	2	2	2	4	4	1	4	2	4	4	1	0	3	1	3	4	2	1	4	3	4	1	1	3	1	3	2	1	3	3	3	3	3	3	4	2	4	2	2	1	4	3	3	4	4	1	3	1	1	1	3	4	4	4	4	1	2	1	1	4	4	2	1	3	4	1	3	1	1	4	4	1	3	1	2	4	3	4	4	3	4	2	4	4	2	3	4	3	1	2	2	1	2	4	4	2	3	2	4	2	2	4	3	3	4	3	3	3	1	3	0	3	3	3	1	2	4	3	1	3	3	2	1	4	1	3	0	3	1	3
7400	Ws-1	52.3	30.0	CS2223	Ws	RUS	1	1	1	3	3	2	3	4	4	2	2	1	1	4	4	3	0	1	3	2	2	2	4	4	1	4	0	4	4	1	1	3	1	3	4	2	1	4	3	4	1	1	0	1	3	2	1	3	3	3	3	3	3	4	2	4	2	2	1	4	3	3	4	4	1	3	0	1	1	3	4	4	4	4	1	2	1	1	4	4	2	0	3	4	1	3	1	1	4	4	1	3	1	2	4	3	4	4	3	4	2	4	4	2	3	4	3	1	2	2	1	2	4	4	2	3	2	4	2	2	4	3	3	4	3	3	3	1	3	3	3	3	3	1	2	4	3	1	3	3	0	1	4	1	3	0	3	1	3
7401	Werl-1	52.35	6.85	CS22546	Werl	NED	1	1	3	4	3	4	1	4	4	3	2	3	1	4	2	3	0	5	3	4	0	4	4	4	1	4	0	4	0	1	1	3	1	3	0	4	1	4	3	4	3	3	2	3	3	4	1	3	1	1	3	3	0	4	4	2	1	2	1	2	3	3	0	4	2	3	0	3	3	3	4	1	1	2	1	2	4	1	2	1	4	3	3	3	1	1	0	1	2	0	3	1	1	2	4	4	4	4	3	4	2	4	4	3	3	4	3	1	4	3	4	1	4	1	2	1	4	4	2	2	4	1	3	3	1	4	0	1	3	1	1	3	3	1	1	2	3	1	1	3	3	3	2	3	1	2	1	4	3
7402	Wei-0	47.25	8.26	CS6182	Wei	SUI	1	2	3	4	3	4	1	4	2	2	2	1	3	4	4	3	0	1	2	2	1	4	4	4	3	2	2	1	4	1	2	1	1	3	4	4	1	4	3	2	3	3	3	3	1	2	1	1	1	3	1	3	3	4	4	2	1	4	2	2	1	3	4	4	1	3	2	3	1	3	1	1	1	2	1	1	1	1	4	1	2	3	3	3	3	3	5	1	2	2	3	1	2	2	2	4	4	4	1	2	4	4	2	3	3	4	3	1	4	2	1	2	2	4	2	1	4	0	2	2	2	1	3	4	1	4	3	3	1	1	6	3	3	3	2	2	1	3	1	4	2	3	2	1	1	2	1	4	3
7403	Wei-1	47.25	8.26	CS6925	Wei	SUI	1	2	3	4	3	4	1	4	2	2	2	1	3	4	4	3	0	1	2	2	2	2	4	4	3	2	2	1	4	1	2	1	1	3	4	4	1	4	3	2	3	3	3	3	1	2	1	1	1	3	3	3	3	4	4	2	1	4	2	2	3	3	4	4	1	3	0	3	1	3	4	1	1	2	1	1	4	1	4	1	2	3	3	3	3	3	0	1	2	2	3	1	2	2	2	4	4	4	1	2	2	1	2	3	3	4	3	1	4	2	1	2	2	4	2	1	4	3	2	2	0	1	3	3	3	4	0	3	1	1	1	3	3	3	2	2	3	1	1	4	2	3	2	1	1	2	1	4	3
7404	Wc-1	52.6	10.0667	CS6886	Wc	GER	1	1	1	4	3	2	0	1	2	2	2	0	1	4	2	4	0	1	2	4	2	2	4	2	1	4	0	1	0	1	1	1	3	3	4	4	4	2	3	4	1	3	3	3	3	0	0	3	1	3	3	4	3	4	4	4	2	2	0	4	0	3	4	2	1	3	2	0	3	3	4	4	4	2	1	1	1	1	4	4	2	0	3	3	0	1	2	1	0	4	1	1	2	0	4	3	2	0	0	2	2	4	4	2	3	4	0	3	4	3	4	2	0	1	2	3	4	0	2	2	4	3	3	0	3	3	10	1	3	1	1	3	3	3	2	0	1	1	0	3	2	0	2	1	3	4	3	4	3
7405	Wc-2	52.6	10.0667	CS6887	Wc	GER	1	2	1	3	3	2	1	4	2	2	2	3	1	4	2	4	0	1	2	4	1	4	2	2	1	4	2	4	0	1	2	1	1	3	4	4	1	4	1	2	3	3	3	1	3	2	1	3	1	1	3	3	1	4	4	4	2	2	1	4	3	3	4	4	2	3	1	3	3	3	4	4	4	2	1	1	1	1	4	4	2	3	1	3	1	3	5	1	2	4	3	3	2	2	9	3	2	3	3	2	4	4	4	3	3	4	4	1	4	3	4	2	2	4	2	1	4	4	2	4	4	1	3	4	3	3	4	1	3	3	3	3	3	1	2	4	1	1	1	4	2	1	2	1	3	4	1	1	3
7406	Wt-1	52.3	9.3	CS6892	Wt	GER	1	2	3	4	3	4	1	4	4	3	4	3	1	1	4	3	0	1	2	4	1	2	2	4	1	2	2	1	4	3	1	1	1	3	4	4	1	2	3	2	3	3	2	1	1	2	3	3	1	1	1	3	1	2	4	2	1	2	1	4	3	3	4	4	2	3	1	3	3	3	4	4	1	2	1	1	4	1	4	4	2	0	1	3	3	3	1	1	2	4	1	1	1	2	4	3	2	4	1	2	4	4	4	2	1	4	4	1	4	3	4	2	2	4	2	3	4	3	2	4	2	3	3	4	3	4	4	1	1	3	3	3	3	3	1	2	1	3	3	3	0	1	4	3	1	0	3	4	3
7407	Wt-2	52.3	9.3	CS6893	Wt	GER	1	2	3	4	3	4	1	4	4	3	4	3	1	1	4	3	4	1	2	4	1	2	2	2	3	4	3	1	4	3	1	3	1	3	4	2	1	2	3	4	1	3	3	3	1	2	6	3	3	1	3	4	1	4	4	0	1	2	1	4	3	3	4	2	2	3	1	1	3	3	4	4	1	2	3	1	1	1	4	1	2	0	3	4	1	1	1	1	2	2	1	1	2	2	4	3	2	4	1	4	4	4	4	3	3	4	4	1	9	3	1	1	4	4	1	1	2	4	2	4	2	3	3	4	3	3	4	1	1	3	3	3	2	1	2	4	3	1	1	3	0	3	2	1	1	0	1	4	3
7408	Wt-3	52.3	9.3	CS6894	Wt	GER	3	2	1	3	3	4	1	1	4	3	4	3	1	1	2	3	0	1	3	4	2	2	4	4	3	4	2	4	2	1	1	3	1	3	4	2	1	2	1	2	3	3	2	1	3	2	1	3	3	1	3	4	1	2	4	2	1	2	1	4	3	3	4	2	2	3	2	3	3	3	4	1	4	2	3	1	4	1	4	1	2	3	3	3	3	3	0	1	2	2	3	1	1	2	4	4	2	4	0	4	2	4	4	2	1	4	3	1	4	3	4	2	4	4	2	1	2	4	2	4	4	3	3	4	1	3	4	1	3	3	3	1	3	1	2	4	1	3	1	3	3	1	2	1	3	4	1	4	1
7409	Wt-4	52.3	9.3	CS6895	Wt	GER	1	2	1	3	3	2	3	4	2	2	4	3	3	1	2	3	0	1	3	4	2	2	4	4	3	4	3	1	4	3	1	3	1	3	4	2	1	2	1	2	3	3	2	3	1	2	3	3	3	3	3	3	1	4	2	2	1	2	1	4	3	3	4	2	1	3	2	3	3	3	4	1	4	2	3	1	4	1	4	1	2	3	3	3	3	1	2	3	2	2	3	1	1	2	4	4	9	4	3	4	4	4	4	3	1	2	3	1	4	2	1	1	4	1	1	1	2	4	2	4	4	3	3	4	1	3	4	1	1	3	3	3	3	1	2	2	3	1	1	3	3	3	2	3	1	2	1	4	3
7410	Wt-5	52.3	9.3	CS6896	Wt	GER	1	2	1	4	1	2	1	4	4	2	2	1	1	4	4	4	0	1	3	2	1	2	4	2	1	4	2	1	2	1	1	1	3	4	4	2	1	2	3	4	1	1	2	3	3	2	3	1	1	3	3	3	3	4	2	4	1	4	2	4	1	1	2	2	2	3	2	3	1	1	4	4	4	4	1	1	4	3	4	1	2	1	3	4	3	1	2	3	2	2	1	1	2	2	4	3	4	4	3	2	4	4	4	3	3	2	3	3	2	2	4	2	4	1	2	1	2	3	2	2	2	3	3	3	3	3	3	3	1	3	3	1	2	3	1	2	3	1	1	3	3	1	2	1	3	2	3	1	1
7411	Wl-0	47.9299	10.8134	CS6920	Wl	GER	3	1	1	3	1	2	1	1	4	2	2	3	1	1	2	4	0	1	2	2	1	4	4	2	1	4	2	1	2	1	2	1	1	4	2	4	1	4	3	2	1	3	3	3	1	2	1	3	3	1	3	3	3	2	4	4	2	4	1	2	1	3	4	4	1	4	2	3	3	3	1	4	1	2	3	2	4	1	4	4	2	3	3	4	1	3	0	1	2	4	1	3	1	2	4	3	0	4	3	2	4	4	4	2	3	4	3	1	4	3	4	1	2	4	2	1	2	4	2	2	4	3	3	4	3	4	0	1	1	1	1	3	2	3	2	2	3	3	1	3	3	3	4	1	3	2	3	4	1
7412	Wil-1	54.6833	25.3167	CS6888	Wil	LTU	3	2	1	4	3	4	1	1	4	2	4	1	3	4	4	4	0	1	2	2	1	4	4	4	1	4	3	4	0	1	1	1	3	4	4	2	4	2	3	4	1	3	2	3	1	2	1	3	1	1	1	3	3	4	2	4	1	4	1	2	0	3	4	4	2	0	2	1	3	3	4	4	4	2	1	2	4	1	4	4	2	1	3	4	1	3	2	3	2	4	1	1	2	1	2	3	2	3	3	4	2	4	4	3	3	4	3	1	2	2	4	1	4	1	2	3	4	0	3	4	4	3	3	4	3	4	3	1	3	1	3	3	2	3	0	2	3	3	3	3	2	1	2	3	1	2	1	4	3
7413	Wil-2	54.6833	25.3167	CS6889	Wil	LTU	3	2	1	4	3	4	1	1	2	2	4	1	3	4	4	4	0	2	3	2	1	2	2	2	1	2	2	4	0	3	2	1	1	4	4	2	4	2	3	4	3	1	2	3	3	4	1	3	3	3	1	4	3	4	2	4	1	2	2	2	0	1	2	4	2	3	1	3	3	3	4	4	1	2	1	1	1	1	4	1	2	3	1	4	1	3	5	1	2	4	1	3	0	1	2	3	9	4	3	4	2	1	4	3	1	2	3	3	2	2	4	1	2	4	2	3	4	3	3	2	4	3	3	4	1	4	3	3	3	1	3	3	3	1	2	4	3	1	1	3	2	1	4	1	3	2	1	1	3
