strain	nativename	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 266	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 398	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
7566	627ME-13Y1	3	2	1	3	1	2	1	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	1	2	3	1	3	2	1	3	4	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	2	1	3	2	0	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	0	2	3	1	1	1	3	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	1	2	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	1	3
7570	627ME-4MI1	1	2	3	4	3	4	1	4	4	2	4	3	3	4	2	3	1	2	2	1	2	4	4	1	2	3	1	1	2	3	1	3	2	1	2	3	4	3	3	2	3	1	4	1	1	3	3	1	3	0	2	2	2	4	1	4	3	4	2	1	3	2	3	3	1	4	1	1	2	1	1	1	1	4	4	2	0	3	4	3	3	1	0	2	3	1	1	1	3	3	1	2	2	4	4	3	3	2	3	1	0	3	1	1	4	4	2	1	2	2	2	4	1	3	4	3	4	3	1	1	3	3	3	3	3	2	4	3	1	1	3	0	1	4	1	1	0	3	1	3
7571	627ME-4Y1	1	2	3	4	3	4	1	4	4	2	4	3	3	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	2	2	4	1	4	3	4	2	1	4	2	3	1	3	1	1	0	2	1	1	7	1	4	7	2	0	3	4	3	3	6	9	2	3	1	5	2	3	3	1	9	2	4	4	3	6	2	0	6	0	8	1	5	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	6	3	8	6	2	4	3	1	1	3	0	1	4	1	1	0	3	1	6
7578	627PNA-1Y1	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	1	2	3	1	1	1	1	3	4	4	1	4	3	4	1	3	2	3	1	4	1	3	3	3	1	3	6	2	4	1	4	1	4	3	4	2	1	4	2	3	3	1	4	1	1	2	1	1	1	1	2	1	2	0	3	4	3	3	3	2	4	1	1	1	1	3	3	1	4	4	4	2	3	1	2	4	1	0	3	1	2	4	4	1	1	2	2	2	4	1	3	4	1	4	3	1	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	1	1
7579	627PNA-2B1	3	5	3	10	6	9	0	7	9	2	9	3	1	7	9	10	1	8	4	5	9	4	9	3	4	8	1	1	1	6	6	10	9	1	2	3	2	3	6	8	3	6	4	1	1	3	1	6	10	3	4	2	5	4	1	4	6	9	9	2	10	5	3	3	1	4	7	4	2	1	1	4	1	4	4	2	0	1	4	3	3	6	9	2	3	1	1	1	3	3	1	4	4	4	2	3	1	2	4	6	0	2	1	5	4	4	5	0	4	8	4	9	6	3	10	3	4	0	6	1	3	6	3	8	6	2	9	3	1	6	10	0	6	4	1	1	0	3	1	6
7580	627PNA-2B3	1	1	3	3	1	4	3	4	2	2	2	3	1	4	4	4	1	2	4	1	4	4	2	3	4	2	1	1	1	1	3	4	4	1	2	3	2	3	3	3	3	3	4	1	1	3	1	3	4	3	4	2	2	4	1	4	1	2	2	2	4	1	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	3	2	2	3	1	1	1	3	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	3	4	3	4	2	1	3	3	3	4	0	3	1	3	1	3	2	1	2	2	3	1	3	3	0	3	4	1	1	0	3	1	1
7581	627PNA-2X1	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	1	2	3	2	3	1	2	3	1	4	1	1	3	1	3	3	1	4	2	2	2	1	4	3	4	4	2	3	2	3	3	1	4	1	4	2	1	1	4	1	4	1	4	0	3	3	3	1	1	0	2	1	1	1	1	3	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	1	4	3	4	2	1	3	3	3	4	4	3	1	3	1	3	2	1	2	2	3	1	1	3	0	1	2	1	1	0	1	1	3
7585	627PNA-3M6	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	1	1	1	3	4	2	1	4	1	4	1	3	2	3	1	4	1	1	3	1	1	3	3	4	4	2	4	1	4	3	4	4	1	4	1	1	3	3	4	4	1	2	3	1	4	1	4	4	2	0	1	4	3	3	1	0	2	3	1	2	1	3	4	3	4	2	4	4	2	3	2	3	3	0	2	1	2	4	4	2	1	2	2	4	4	3	3	3	3	4	0	1	3	3	1	3	3	1	2	4	3	1	1	3	0	1	4	1	1	0	3	1	1
7587	627RMX-X4	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	1	0	3	0	0	0	2	3	1	4	1	1	3	0	3	3	1	4	0	0	0	1	0	3	4	4	0	0	0	1	3	0	4	0	0	2	0	1	4	1	4	0	4	0	0	3	3	1	0	0	2	0	1	1	1	3	3	1	4	4	4	0	3	1	2	4	3	4	2	1	2	4	4	1	1	4	0	4	0	1	3	3	3	4	4	3	1	3	1	3	2	1	0	2	3	0	0	3	0	0	0	1	1	0	1	1	0
7588	DM1.01	0	2	1	0	1	2	1	0	0	2	4	1	1	4	2	3	1	0	4	2	2	4	4	6	4	3	1	0	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	0	3	0	0	3	3	0	0	1	4	1	4	0	4	0	1	10	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	4	0	3	1	0	1	3	0	1	4	4	4	2	3	0	0	4	3	0	0	1	0	4	4	1	3	4	3	9	4	1	3	3	3	4	4	0	1	3	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	0
7595	DM1.10	3	2	1	0	1	2	1	1	2	2	2	1	1	4	2	3	1	3	2	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	1	3	3	3	3	4	2	2	4	1	4	1	2	2	1	4	0	1	1	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	4	2	3	1	1	1	3	3	1	4	4	4	2	3	1	0	4	1	0	2	1	1	4	4	1	1	4	3	4	2	1	3	3	3	4	4	3	1	3	1	3	2	1	1	4	3	1	3	4	0	1	2	1	1	0	1	0	3
7613	DM1.38	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	6	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	4	0	3	1	1	1	3	0	1	4	4	4	2	3	1	0	4	3	4	0	1	2	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	1	3	0	1	1	0	3	3	3	3	0	3	4	0	1	0	3	0	1
7619	DM1.45	0	1	1	0	1	4	0	0	0	2	2	1	1	4	2	3	1	0	2	1	4	0	2	0	4	3	1	0	2	1	3	3	4	0	2	3	4	3	1	2	3	0	4	0	0	1	0	0	3	3	4	2	0	4	0	4	0	2	2	1	4	0	1	1	3	1	1	1	2	3	1	4	3	4	1	2	0	1	4	3	0	1	2	0	3	1	0	2	4	0	3	4	4	4	4	3	1	0	4	1	0	0	1	0	4	4	1	1	4	3	0	2	3	1	10	3	4	0	3	1	0	0	0	0	1	0	0	3	1	3	4	0	1	2	0	1	0	1	0	3
7640	DM2.06	3	5	1	0	1	9	1	7	9	2	9	1	1	4	2	3	1	0	9	5	9	4	9	1	4	3	1	0	2	1	3	10	4	0	2	3	4	3	1	2	3	1	4	1	1	6	6	6	3	3	9	9	5	4	1	4	6	9	2	1	10	0	0	6	6	7	1	7	2	6	1	4	6	4	7	2	0	1	4	3	0	1	2	2	3	1	5	5	10	0	6	4	4	4	9	3	1	0	4	6	4	0	1	0	4	4	1	6	4	3	4	9	6	6	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
7660	DM2.54	3	2	1	0	3	2	0	0	0	2	4	1	3	4	0	3	1	0	4	2	2	0	4	1	4	3	0	0	1	3	1	3	0	0	4	1	2	1	3	2	3	0	4	0	0	0	0	0	3	3	2	4	0	0	0	4	0	0	2	1	0	0	3	3	1	4	0	4	4	3	2	4	1	4	1	0	0	3	3	3	0	1	2	0	1	1	1	1	3	0	1	4	4	4	2	3	1	0	3	3	2	0	4	0	2	4	2	1	2	3	0	4	1	3	0	3	4	4	3	1	0	0	3	0	1	0	0	1	1	1	4	0	1	2	0	3	0	1	0	1
7676	DM2.76	3	1	1	3	1	4	1	4	4	2	2	1	1	4	2	3	1	3	2	1	4	4	2	1	4	3	1	1	2	1	3	3	4	0	2	3	4	3	1	2	3	1	4	1	1	1	3	3	3	3	4	2	2	4	1	4	1	2	2	1	4	1	1	1	3	1	1	1	2	3	1	4	3	4	1	2	0	1	4	3	3	1	2	2	3	1	2	2	4	4	3	4	4	4	4	3	1	4	4	1	4	2	1	1	4	4	1	1	4	3	4	2	3	1	3	3	4	3	3	1	3	1	3	3	1	1	4	3	1	3	4	0	1	2	1	1	0	1	1	3
7680	DM2.81	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	6	4	0	1	3	2	1	3	4	4	0	4	3	9	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	1	4	1	4	3	4	2	1	0	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	6	4	3	0	1	9	2	3	1	1	1	3	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	0	4	1	3	10	3	4	0	3	0	3	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
7683	DM2.84	0	2	1	0	1	2	0	1	2	2	4	1	1	4	0	3	1	0	4	1	2	0	2	1	4	2	4	1	2	1	1	4	4	0	4	3	2	3	3	2	3	0	2	1	1	3	1	0	3	3	2	4	0	2	2	4	0	4	2	1	0	0	3	3	1	4	1	1	2	3	1	1	1	4	4	4	0	3	3	3	0	3	4	0	3	1	1	2	4	0	1	4	4	4	2	3	3	0	3	1	4	3	4	1	2	4	2	1	2	2	0	4	1	3	3	3	4	4	3	1	0	0	3	0	1	0	0	3	1	1	3	0	3	2	0	1	0	6	0	1
7689	KNO1.02	0	2	0	0	1	2	1	0	0	2	4	1	1	4	0	3	1	0	4	2	2	0	2	1	4	2	1	0	0	3	1	4	0	0	4	3	0	1	3	2	3	0	4	1	0	3	0	0	3	3	0	4	0	4	1	4	0	4	0	1	0	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	0	4	3	0	1	9	0	1	1	0	1	3	0	1	4	4	4	4	3	0	0	3	3	0	0	1	0	4	4	0	3	4	3	4	4	1	3	3	3	4	4	0	1	0	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	0
7693	KNO1.06	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	0	4	3	1	3	2	1	3	4	4	0	4	3	2	3	3	2	3	3	2	1	3	1	3	1	3	3	2	4	2	2	2	4	3	4	4	1	4	0	3	3	1	1	1	1	2	3	1	1	1	4	4	4	0	3	4	3	0	3	2	2	3	1	2	2	4	0	1	4	4	4	2	3	3	0	3	1	4	3	4	0	2	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	1	0	3	3	1	2	2	3	1	1	3	0	3	4	1	1	0	3	0	1
7694	KNO1.08	1	1	1	0	3	4	1	1	4	2	2	1	1	4	2	3	2	0	2	2	2	2	2	3	4	2	1	0	1	3	3	3	2	0	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	4	1	3	0	1	1	3	4	1	1	2	3	1	1	1	4	4	4	0	1	4	3	0	1	4	2	3	1	1	2	4	0	3	4	4	4	4	3	1	0	3	1	4	0	4	0	2	4	1	3	2	2	2	2	3	1	4	3	4	4	3	1	1	0	3	0	1	0	0	3	3	3	3	0	3	2	1	1	0	1	0	1
7696	KNO1.10	1	1	1	0	3	4	1	1	4	2	2	1	1	4	0	3	2	0	2	2	2	0	2	3	4	2	1	0	1	3	3	3	2	0	4	1	4	3	3	2	3	3	2	1	1	3	1	0	3	3	2	4	1	4	1	4	0	4	4	1	3	0	1	1	3	4	1	1	2	3	1	1	1	4	4	4	0	1	4	3	0	1	4	0	3	1	1	2	4	0	3	4	4	4	4	3	1	0	3	1	4	0	4	0	2	4	1	3	2	2	2	2	3	1	4	3	4	4	3	1	0	0	3	0	1	0	0	3	1	1	3	0	3	2	0	1	0	1	0	1
7697	KNO1.12	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	0	2	2	2	1	4	2	7	1	1	3	1	3	9	1	4	6	2	0	3	2	3	3	0	1	1	3	1	6	3	6	2	0	1	9	5	4	3	4	2	1	3	0	3	3	1	4	1	0	2	1	1	4	1	4	4	2	0	3	3	3	3	3	4	2	0	1	1	1	3	3	1	4	4	4	0	3	0	2	3	3	0	2	4	2	0	4	1	3	4	3	4	4	1	3	3	3	4	0	3	1	1	1	3	3	1	1	4	1	1	1	4	0	1	2	3	1	0	3	1	1
7698	KNO1.13	0	2	3	0	3	2	3	0	0	2	4	1	1	4	2	3	0	0	2	2	2	2	2	3	4	2	1	0	1	3	3	3	2	0	4	0	4	3	3	2	3	3	2	1	0	3	1	0	3	3	2	4	1	4	1	4	3	4	4	1	0	0	1	1	3	4	4	4	2	1	1	4	1	4	1	2	0	1	4	3	0	1	4	0	3	1	0	2	4	0	3	4	4	4	4	3	1	0	3	1	0	0	4	0	4	4	1	3	4	3	9	4	1	3	3	3	4	4	3	1	3	1	3	0	1	0	2	3	3	3	3	0	3	4	1	1	0	3	0	1
7705	KNO1.25	3	2	3	4	3	2	3	1	2	2	4	1	1	4	2	3	2	2	2	2	2	2	2	3	4	2	1	1	1	3	3	3	2	0	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	4	1	3	1	1	1	3	4	4	4	2	1	1	4	1	4	1	2	0	1	4	3	1	1	4	2	3	1	1	2	4	4	3	4	4	4	4	3	1	2	3	1	4	3	4	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	1	1
7707	KNO1.27	1	1	1	0	3	4	1	1	4	2	2	3	1	4	2	3	1	0	4	1	2	0	2	0	4	2	4	0	2	1	1	4	4	0	4	3	2	3	3	2	3	0	2	1	3	1	3	0	3	3	2	4	0	2	2	4	0	4	4	1	4	0	1	1	3	1	1	1	2	3	1	1	1	4	4	4	0	3	3	3	0	3	2	0	3	1	2	2	4	0	1	4	4	4	2	3	3	0	3	1	4	0	4	0	2	4	2	1	2	2	2	2	3	1	4	3	4	4	3	1	0	0	3	0	1	0	0	3	1	1	3	0	3	2	0	1	0	1	0	1
7713	KNO1.33	3	2	1	10	6	2	6	1	2	2	4	1	6	4	2	3	1	8	2	5	2	4	2	3	4	8	1	1	1	3	6	3	9	0	4	6	2	1	3	2	3	6	4	6	6	3	1	1	3	3	2	4	1	4	1	4	3	4	2	1	3	5	0	3	6	4	7	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	4	2	3	1	1	1	3	3	1	4	4	4	9	3	1	2	4	6	4	2	1	2	4	4	1	3	4	3	4	9	6	3	10	6	10	10	6	1	3	1	3	2	1	5	9	6	6	6	10	0	3	9	1	1	0	3	1	1
7715	KNO1.35	3	2	1	0	1	2	0	0	2	2	4	1	1	4	2	3	1	0	2	2	2	0	2	3	4	2	1	0	1	3	3	3	4	0	4	3	2	3	3	0	3	1	4	1	1	3	1	0	3	3	2	4	1	4	1	4	0	4	4	1	4	0	1	1	3	4	4	4	2	1	1	7	1	4	4	9	0	3	4	3	0	3	2	0	3	1	1	1	3	0	3	4	4	4	2	3	1	0	0	1	4	0	7	0	0	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
7716	KNO1.36	3	2	3	4	3	2	3	1	2	2	4	1	1	4	2	3	2	2	2	2	2	2	2	3	4	2	1	1	1	3	3	3	2	0	4	1	2	1	3	2	3	3	4	3	1	3	1	1	3	3	2	4	1	4	1	4	1	2	2	2	3	1	1	1	3	4	4	4	2	1	1	4	1	4	1	2	0	1	4	3	1	1	4	2	3	1	1	1	3	3	1	4	4	4	4	3	1	2	3	1	4	3	4	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	3	3	1	1	3	1	2	4	1	1	1	4	0	3	2	1	1	0	3	1	1
7717	KNO1.37	3	2	3	4	3	2	3	1	2	2	4	1	1	4	2	3	2	2	2	1	2	4	2	3	4	3	1	1	1	3	1	3	2	1	4	1	2	1	3	2	3	3	4	3	3	6	6	6	3	0	2	9	1	4	1	4	0	9	2	5	3	1	1	3	3	4	7	4	2	1	1	4	1	4	4	2	0	1	4	3	1	6	9	2	3	1	1	1	3	3	1	4	4	4	2	3	1	2	4	6	4	8	7	5	9	4	5	6	9	8	9	9	3	6	4	3	4	4	3	1	1	3	3	3	1	2	2	3	1	1	3	0	3	2	1	1	0	1	1	1
7718	KNO1.38	0	1	1	0	3	4	1	0	0	2	2	3	1	4	2	3	1	0	4	1	2	2	2	1	4	3	1	0	2	1	1	4	4	0	4	3	2	3	3	0	3	3	2	1	0	1	3	1	3	3	2	4	2	2	2	4	3	4	4	1	4	0	1	1	3	1	1	1	2	3	1	1	1	4	4	4	0	3	3	3	0	3	2	2	3	1	2	2	4	0	1	4	4	4	2	3	3	0	3	1	0	0	4	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	0	2	3	1	1	3	0	3	4	1	1	0	3	0	1
7722	KNO1.42	3	2	6	0	3	2	3	1	0	2	4	1	6	4	2	3	1	0	2	5	2	0	2	3	4	8	1	0	1	3	6	3	2	0	4	1	2	6	3	2	3	3	9	6	6	3	1	0	3	3	2	4	1	4	1	4	3	4	9	1	3	0	1	6	3	4	7	4	2	1	1	4	1	4	7	2	0	1	4	3	0	1	4	0	3	1	1	5	10	0	6	4	4	4	9	3	1	0	10	6	4	0	7	0	4	4	1	3	4	3	4	9	6	3	10	6	10	10	6	1	3	0	3	0	1	0	0	6	6	6	10	0	3	9	1	1	0	3	0	1
7732	KNO1.53	3	2	1	0	3	2	0	0	2	2	4	1	1	4	2	3	2	0	2	2	2	0	2	3	4	2	1	0	1	3	3	3	2	0	4	1	4	3	3	2	3	3	2	3	1	3	1	0	3	3	2	4	1	4	1	4	0	4	4	1	3	0	0	1	3	4	1	4	2	1	1	4	1	4	1	2	0	1	4	3	0	1	4	0	3	1	1	0	4	0	3	4	4	4	4	3	1	0	3	1	4	0	4	0	4	4	1	3	4	3	0	4	1	3	0	3	4	4	3	1	3	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
7734	KNO1.55	3	2	1	0	3	2	0	0	0	2	4	1	1	4	0	3	1	0	4	1	2	0	2	3	4	3	0	0	1	3	1	3	0	0	4	3	2	3	3	0	3	0	2	1	0	1	1	0	3	3	2	4	0	4	0	4	0	0	2	1	4	0	0	1	3	1	1	4	2	1	1	4	1	4	4	2	0	3	3	3	0	3	2	0	3	1	1	1	3	0	1	4	4	4	2	3	1	0	4	1	4	0	4	0	2	4	1	3	4	3	0	2	3	1	4	3	4	4	3	1	0	0	3	0	1	0	0	1	1	1	4	0	3	2	0	1	0	3	0	1
7735	KNO1.56	6	2	6	4	3	9	3	1	9	2	4	6	6	4	9	3	1	2	2	5	2	9	9	6	9	8	1	1	1	6	3	3	2	0	9	6	4	3	3	2	3	6	9	1	1	3	6	1	3	3	2	9	5	4	1	4	3	4	2	1	3	5	0	3	6	4	1	4	2	1	1	7	1	9	1	2	0	3	4	3	0	6	9	9	6	1	1	5	10	3	1	4	4	4	9	3	1	2	10	6	4	8	7	2	4	4	1	0	9	3	4	4	1	3	10	6	10	10	6	1	3	1	3	8	6	5	9	3	6	6	3	0	6	4	1	1	0	3	1	1
7736	KNO1.57	1	2	3	0	3	4	3	0	0	2	4	3	3	4	4	3	1	0	2	1	2	0	4	1	2	3	1	0	1	1	3	3	2	0	2	3	4	3	3	2	3	1	4	1	0	3	3	0	3	3	2	2	2	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	1	1	2	1	2	0	3	4	3	0	3	2	0	1	1	1	1	3	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	1	2	3	0	4	1	3	3	3	4	4	3	1	0	0	3	0	3	0	0	3	1	1	3	0	1	4	0	1	0	3	0	1
7737	KNO1.58	3	2	1	4	3	4	3	1	4	2	4	3	1	4	2	3	1	3	4	1	2	4	4	1	2	3	1	1	1	1	3	3	2	1	2	3	4	3	3	2	3	1	4	1	1	3	3	1	3	3	2	2	2	4	1	4	3	4	2	1	3	0	3	3	1	4	1	1	2	1	1	4	1	4	4	2	0	3	4	3	3	3	0	2	3	1	1	1	4	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	1	2	3	4	4	1	3	4	3	4	0	3	0	1	3	3	2	1	2	4	3	1	1	3	0	1	4	1	1	0	3	1	1
7740	KNO2.13	0	2	0	0	3	2	3	0	0	2	4	1	1	4	2	3	0	0	2	2	2	0	2	3	4	2	1	0	0	3	3	3	0	0	4	3	0	6	3	2	3	0	2	1	0	0	0	0	3	3	0	4	0	0	1	4	3	4	0	1	0	0	6	6	3	7	1	1	2	3	1	1	1	4	7	9	0	3	3	3	0	3	2	0	3	1	0	2	4	0	3	4	4	4	2	3	0	0	3	3	4	0	1	0	4	4	0	1	2	2	2	2	3	1	4	3	4	4	3	1	0	0	3	0	1	0	0	3	1	1	3	0	3	2	0	1	0	1	0	0
7744	KNO2.19	3	2	1	0	1	2	0	0	2	2	4	1	1	4	0	3	1	0	4	2	2	0	2	1	4	2	1	0	1	3	1	4	4	0	4	6	2	1	3	2	3	0	4	1	1	3	1	0	3	3	2	4	0	4	1	4	0	2	2	2	3	0	1	3	3	4	1	4	2	1	1	4	1	4	4	2	0	3	3	3	0	1	2	0	1	1	1	1	3	0	1	4	4	4	4	3	3	0	3	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	0	3	2	0	1	0	3	0	1
7745	KNO2.20	0	2	1	0	1	2	0	0	0	2	4	1	1	0	0	3	1	0	4	2	2	0	4	0	4	3	0	0	2	1	1	4	0	0	4	3	2	3	3	2	3	0	2	0	0	0	0	0	3	3	2	4	0	0	0	4	0	0	2	1	3	0	0	3	1	4	0	4	2	0	1	4	1	4	0	0	0	1	4	3	0	1	0	0	3	1	0	1	3	0	1	4	4	4	4	0	1	0	3	3	0	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
7749	KNO2.26	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	2	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	3	3	3	1	3	4	2	3	1	1	1	3	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	3	1	1	2	3	3	3	3	0	3	4	1	1	0	3	1	1
7751	KNO2.35	1	1	1	0	3	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	2	6	3	0	3	6	2	1	1	1	3	0	3	3	2	4	1	4	1	2	3	4	4	1	4	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	3	3	0	3	0	0	3	1	2	2	4	0	1	4	4	4	2	3	3	0	3	1	0	0	4	0	4	1	1	3	4	3	9	4	1	3	3	3	4	4	3	1	6	1	3	0	1	0	0	1	1	1	4	0	1	2	0	1	0	3	0	1
