strain	nativename	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 73	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
8783	11PNA3.82	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	1	2	3	1	1	1	1	3	3	0	2	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	2	4	1	4	3	4	2	1	4	2	3	1	3	1	1	4	2	1	1	4	1	4	4	2	1	4	3	3	2	3	2	2	1	1	1	1	4	3	9	3	1	4	4	4	4	2	3	4	3	1	4	3	4	1	4	4	1	3	4	3	4	2	1	3	3	3	4	4	3	1	3	3	0	3	1	1	2	3	1	3	3	3	4	1	1	3	1	3
8784	11PNA3.83	3	2	3	4	3	4	3	1	4	2	4	1	1	4	2	3	1	2	4	2	2	4	4	3	4	3	1	1	2	3	1	4	4	2	1	2	3	4	3	3	3	3	3	4	1	1	3	3	3	3	3	2	4	2	1	4	1	4	1	2	2	1	4	2	3	1	3	4	1	1	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	1	4	3	1	1	4	4	2	1	2	2	4	2	1	3	4	3	4	3	1	1	3	1	3	2	3	2	2	3	3	1	3	1	4	1	1	3	1	3
8785	11PNA3.84	3	2	1	0	1	2	1	1	2	2	4	0	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	0	2	1	4	3	0	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	0	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	1	2	1	1	4	1	4	4	2	1	4	3	0	0	1	4	2	3	1	1	1	4	3	9	0	1	4	4	0	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
8786	11PNA3.85	1	2	3	4	3	4	3	1	4	2	4	1	1	4	2	3	1	2	4	2	2	4	4	3	4	3	1	1	2	3	1	4	0	2	1	2	3	4	3	3	3	3	3	4	1	1	3	3	1	3	3	4	2	4	2	2	1	4	1	2	2	1	4	2	3	1	3	4	1	1	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	2	4	3	2	3	1	4	2	4	4	3	3	2	3	1	4	3	1	1	0	4	2	1	2	2	4	2	1	3	4	3	4	3	1	1	0	1	0	2	3	2	2	3	3	1	3	1	4	1	1	3	1	3
8787	11PNA3.86	3	2	1	3	1	2	3	1	4	2	4	3	3	4	4	3	1	2	2	2	2	4	4	3	4	3	1	1	2	3	1	4	4	2	1	2	3	4	3	3	3	3	3	4	1	3	3	1	1	3	3	4	2	2	2	2	1	4	3	4	2	1	3	2	3	3	3	4	1	1	2	1	1	4	1	4	4	2	1	4	3	3	2	3	2	2	1	1	1	1	4	3	9	3	1	4	4	4	4	3	1	2	4	1	4	2	1	2	4	4	2	1	2	2	4	2	1	3	4	3	4	3	1	1	0	1	0	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
8788	11PNA3.87	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	2	2	4	4	3	4	3	1	1	2	3	1	4	0	2	1	2	3	4	3	3	3	3	3	4	1	3	3	1	3	3	3	2	4	9	1	4	1	4	3	4	2	1	3	2	3	3	3	4	1	1	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	2	4	3	2	3	1	4	2	4	2	3	3	2	3	1	4	3	1	1	4	4	1	3	4	3	4	2	1	3	4	3	4	3	1	1	3	1	3	2	3	2	2	3	3	3	3	3	4	1	1	3	1	1
8789	11PNA3.88	3	2	1	3	1	2	1	1	4	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	1	2	3	1	4	4	4	1	2	3	4	3	3	3	3	3	4	1	1	3	3	3	3	3	2	4	2	2	2	1	4	1	2	2	1	4	2	3	1	1	4	1	1	2	1	1	4	1	2	1	2	1	4	3	3	1	1	4	2	3	1	1	1	4	4	2	3	1	4	2	4	4	3	1	2	4	1	4	3	1	1	4	4	2	1	2	2	4	4	1	3	4	3	4	3	1	1	3	3	3	3	3	2	2	3	3	1	3	1	4	1	1	3	1	3
8790	11PNA3.89	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	3	4	2	2	4	4	3	4	3	1	3	2	1	3	3	2	2	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	2	2	1	4	3	4	2	1	3	2	3	3	3	4	1	1	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	4	3	1	2	4	1	4	2	1	2	4	4	1	3	4	3	4	2	1	3	3	3	4	4	3	1	0	1	0	2	1	1	2	3	1	3	3	3	4	1	1	3	1	1
8791	11PNA3.90	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	2	2	4	4	6	4	3	1	3	2	1	3	4	0	2	1	4	3	4	1	3	2	3	3	4	1	1	3	1	1	3	3	2	4	2	2	9	1	4	3	4	2	1	3	2	3	3	3	4	1	4	2	1	1	1	1	4	4	2	3	4	3	3	1	1	4	2	3	1	1	2	4	3	2	3	1	4	2	4	4	3	3	2	3	1	4	2	1	2	4	4	1	3	4	3	2	4	1	3	4	3	4	3	1	1	3	3	0	3	3	2	2	3	1	3	3	3	4	1	1	3	1	1
8792	11PNA3.91	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	3	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	3	4	1	1	2	1	1	4	1	4	4	2	1	4	3	0	0	1	4	2	3	1	1	1	4	3	9	0	1	4	4	4	4	3	1	2	4	3	4	2	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	0	3	0	1	1	2	3	3	3	3	3	4	1	1	3	0	1
8793	11PNA3.92	1	1	3	0	3	4	3	4	2	2	2	3	1	4	4	3	1	2	4	1	4	4	2	3	4	2	1	1	1	1	3	4	0	2	1	2	3	0	3	3	3	3	3	4	3	3	3	3	3	3	3	4	4	2	1	4	1	4	3	4	4	2	3	0	3	3	3	4	4	1	2	1	1	1	1	4	4	4	3	4	3	0	0	3	2	2	3	3	1	2	4	3	2	0	3	4	2	0	2	3	3	2	3	1	4	2	1	2	2	4	2	3	2	2	4	2	1	3	3	3	4	0	1	1	3	1	3	2	3	2	2	3	3	3	3	3	2	1	1	1	1	1
8794	11PNA3.93	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	0	1	2	2	2	2	4	4	3	4	3	1	1	2	3	1	4	4	2	1	2	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	2	4	2	2	4	1	4	3	4	2	1	3	2	3	3	3	4	1	1	2	1	1	4	0	4	4	2	1	4	3	3	1	1	4	2	3	1	1	2	4	3	2	3	1	4	2	4	4	3	3	2	3	1	4	3	1	1	4	4	1	3	4	3	2	4	1	3	4	3	4	3	1	1	3	3	0	3	3	2	2	3	1	3	3	3	4	1	1	3	1	1
8795	11PNA4.100	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	1	9	8	1	1	2	1	3	4	0	4	1	2	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	2	4	2	1	4	1	9	3	4	2	1	4	2	3	1	1	1	7	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	4	10	3	4	2	4	2	2	3	2	3	3	4	2	1	2	2	4	2	1	4	2	4	4	1	3	4	1	4	3	1	1	3	1	3	2	3	2	4	3	3	1	3	1	4	1	1	3	1	3
8796	11PNA4.101	1	2	3	4	3	4	3	1	2	3	2	3	1	4	2	4	2	2	2	1	2	4	4	1	2	3	1	1	2	1	1	4	0	4	1	2	3	4	1	1	2	3	3	4	1	3	3	1	3	4	3	2	4	2	2	4	1	9	3	4	2	1	4	2	3	1	3	1	1	1	2	1	1	4	3	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	4	4	3	4	2	4	2	2	3	2	3	3	4	2	1	2	2	4	2	1	4	2	4	4	1	3	4	1	4	3	1	1	3	3	0	3	3	2	4	3	3	1	4	1	4	1	1	3	1	3
8797	11PNA4.102	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	1	2	3	1	1	1	1	3	4	0	4	1	2	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	2	2	4	1	4	1	4	3	4	2	1	4	2	3	1	1	1	1	4	2	1	1	4	1	4	4	2	1	4	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	2	3	4	3	3	4	3	4	2	4	4	1	1	2	2	4	4	1	3	4	1	4	3	1	1	3	1	3	2	3	2	4	3	3	1	3	1	4	1	1	3	1	3
8798	11PNA4.103	1	2	3	0	3	4	0	1	9	0	9	0	3	4	0	3	1	2	2	1	2	4	4	6	2	2	1	1	2	1	3	10	0	4	1	2	3	0	3	3	3	3	1	4	1	3	3	1	3	3	0	2	4	0	2	2	1	2	3	4	2	1	4	0	3	1	1	1	4	1	2	1	1	0	1	4	4	2	1	4	3	0	0	1	4	2	3	1	1	1	4	3	9	0	3	4	2	0	9	2	0	2	3	3	4	2	1	2	2	4	2	1	4	2	4	4	1	3	4	1	4	0	1	1	3	1	3	2	3	2	4	3	6	1	3	1	4	1	1	3	1	3
8799	11PNA4.104	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	2	2	2	1	2	4	4	3	4	2	1	1	2	1	1	4	0	2	1	2	3	4	1	1	2	3	3	4	1	3	3	1	3	3	3	2	2	4	2	2	1	2	3	4	4	1	4	1	1	3	3	4	4	4	2	3	1	4	1	4	4	4	1	3	3	3	1	1	4	2	3	1	2	1	4	3	4	4	3	4	2	4	2	2	3	2	3	3	4	2	1	2	2	4	1	1	2	2	4	2	1	3	4	1	4	3	1	1	0	1	0	2	3	2	4	3	3	1	3	1	4	1	1	3	1	3
8800	11PNA4.105	1	1	1	3	3	2	3	1	2	3	2	3	1	4	2	4	2	2	2	1	2	4	4	3	4	2	1	1	2	1	1	4	4	4	1	2	3	4	1	1	2	3	3	4	1	3	3	1	3	4	3	2	4	2	2	4	1	2	3	4	4	1	4	1	1	3	3	4	4	1	4	3	1	4	1	4	4	4	1	3	3	1	2	3	4	2	3	1	2	1	2	3	4	4	3	4	2	4	4	2	3	2	3	1	4	2	1	2	2	1	2	1	4	2	2	2	1	3	3	3	3	4	3	1	1	1	1	3	3	2	4	3	1	1	3	1	4	1	1	3	1	1
8801	11PNA4.106	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	4	1	2	2	1	2	4	4	3	2	3	1	1	1	1	3	4	0	4	1	2	3	4	3	3	3	3	3	4	1	3	3	1	3	4	3	2	2	4	2	4	1	4	3	4	2	1	4	2	3	1	3	1	1	1	4	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	2	3	9	3	1	4	4	4	4	2	3	4	3	1	4	3	4	2	4	1	1	1	2	2	2	2	1	3	4	1	3	3	1	1	1	1	1	3	3	2	4	3	1	1	3	1	4	1	1	3	1	3
8802	11PNA4.107	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	0	1	0	2	1	2	0	4	0	2	3	1	1	1	1	3	4	0	0	1	2	3	4	3	3	3	3	1	4	1	3	0	1	0	0	3	2	2	4	0	0	1	4	3	4	2	1	4	2	3	1	0	1	1	0	0	1	1	4	0	0	0	2	1	4	3	3	1	1	4	2	3	1	1	1	0	0	9	3	1	0	4	4	0	2	3	4	3	0	4	3	4	2	4	0	1	1	2	2	0	2	1	3	4	1	0	3	1	1	0	0	3	0	3	2	4	3	0	1	0	1	4	1	0	3	1	3
8803	11PNA4.108	1	2	3	0	3	4	3	1	4	2	4	0	3	4	4	4	2	2	2	1	2	4	4	1	2	3	1	1	2	1	1	4	0	4	1	2	3	0	1	1	2	3	3	4	1	3	3	1	3	4	3	2	2	4	2	4	1	2	3	4	4	1	4	1	1	3	3	4	4	1	2	3	1	4	3	4	4	4	1	4	3	0	0	1	4	2	3	1	2	1	4	3	4	0	3	4	4	0	2	2	3	4	3	3	4	2	1	2	2	4	1	1	2	2	4	4	1	3	4	1	4	3	1	1	3	3	3	3	3	2	4	3	3	1	4	1	4	1	1	3	1	3
8804	11PNA4.109	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	4	1	2	2	1	2	4	4	1	2	3	1	1	1	1	3	4	0	4	1	2	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	2	2	4	2	4	1	4	3	4	2	1	4	2	3	1	3	1	1	4	2	1	1	4	1	4	4	2	1	4	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	2	4	4	4	2	3	4	3	1	4	3	4	2	4	4	1	1	2	2	2	4	1	3	4	1	4	3	1	1	3	3	0	3	3	2	4	3	3	1	3	1	4	1	1	3	1	3
8805	11PNA4.110	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	0	2	0	2	1	2	0	4	0	4	2	1	1	2	1	1	0	0	0	1	2	3	4	1	1	2	3	0	4	1	3	0	1	0	0	3	2	2	2	0	0	1	2	3	4	4	1	4	1	1	1	0	1	4	0	0	3	0	4	0	0	0	4	1	4	3	3	1	3	4	0	3	1	2	1	0	0	4	4	3	0	2	4	0	2	3	2	3	0	4	3	4	2	4	0	1	1	2	2	0	0	1	3	4	1	0	3	1	1	0	0	0	0	3	2	4	3	0	1	0	1	4	1	0	3	1	1
8806	11PNA4.111	1	1	1	3	3	2	3	1	2	3	2	3	1	4	2	0	2	0	2	1	2	0	4	0	4	2	1	1	2	1	1	0	0	0	1	2	3	4	1	1	2	3	0	4	1	3	0	1	0	0	3	2	4	2	0	0	1	2	3	4	4	1	4	1	1	3	0	4	4	0	0	3	0	4	0	0	0	4	1	3	3	1	2	3	4	0	3	1	2	1	0	0	4	4	3	4	2	4	0	2	3	2	3	0	4	2	1	2	2	0	2	1	4	2	0	0	1	3	3	3	0	4	3	1	0	0	0	0	3	2	4	3	0	1	0	1	4	1	0	3	1	1
8807	11PNA4.112	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	4	1	2	2	1	2	4	4	1	2	3	1	1	1	1	3	4	2	4	1	2	3	4	3	3	3	3	3	4	1	3	3	1	3	4	3	2	2	4	2	4	1	4	3	4	2	1	4	2	3	1	3	1	1	1	2	1	1	4	3	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	2	3	4	3	3	4	3	4	2	4	4	1	1	2	2	4	4	1	3	4	1	4	3	1	1	3	3	3	3	3	2	4	3	3	1	4	1	4	1	1	3	1	3
8808	11PNA4.113	1	1	1	3	3	2	3	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	1	4	2	1	1	2	1	1	4	4	2	1	2	3	4	3	3	3	3	3	4	1	3	3	1	1	3	3	2	2	4	1	4	1	4	3	4	2	1	4	2	3	1	1	1	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	2	3	4	3	1	4	3	7	2	4	4	1	1	2	2	4	2	1	3	3	3	4	4	3	1	3	1	0	2	3	2	4	3	3	1	3	1	4	1	1	3	1	3
8809	11PNA4.114	1	1	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	2	4	4	1	4	2	1	1	2	1	1	4	0	4	1	2	3	4	1	1	2	3	1	4	1	3	3	1	1	3	3	2	4	2	1	4	1	2	3	4	4	1	4	1	1	3	1	4	4	4	2	3	1	4	1	4	4	4	1	3	3	1	2	3	4	2	3	1	2	1	4	3	4	4	3	4	2	4	2	2	3	2	3	3	4	2	1	2	2	4	2	1	4	2	4	4	1	3	3	3	4	4	3	1	3	1	3	2	3	2	4	3	3	1	3	1	4	1	1	3	1	1
8810	11PNA4.115	1	1	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	2	4	4	1	4	2	1	1	2	1	1	4	0	2	1	2	3	4	1	1	2	3	3	4	1	3	3	1	1	3	3	2	4	2	1	4	1	2	3	4	4	1	4	1	1	3	1	4	4	1	2	3	1	4	1	4	4	4	1	3	3	1	2	3	4	2	3	1	2	1	4	3	4	4	3	4	2	4	4	2	3	2	3	1	4	2	1	2	2	4	2	1	4	2	4	2	1	3	3	3	4	4	3	1	3	1	3	2	3	2	4	3	3	1	3	1	4	1	1	3	1	1
8811	11PNA4.116	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	1	4	2	1	1	2	1	1	4	0	4	1	2	3	4	6	6	8	3	1	4	1	3	3	1	1	3	3	2	2	4	1	4	1	4	3	4	2	1	4	2	3	1	3	1	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	2	1	4	3	4	4	3	4	2	4	2	2	3	2	3	3	4	2	1	2	2	4	1	1	2	2	4	4	1	3	4	1	4	3	1	1	3	1	3	2	3	2	4	3	3	1	3	1	4	1	1	3	1	1
8812	11PNA4.117	1	1	1	0	3	2	3	1	2	3	2	0	1	4	2	3	2	2	2	1	2	4	4	3	4	2	1	1	2	1	1	4	0	2	1	2	3	0	3	3	3	3	3	4	0	3	3	1	1	3	3	2	2	4	1	4	1	4	3	4	4	1	4	1	1	3	3	4	1	4	2	1	1	4	1	4	4	2	1	3	3	0	0	3	4	2	3	1	2	1	4	3	9	0	1	4	4	0	4	2	3	2	3	1	4	2	1	2	2	4	1	1	0	2	4	2	1	3	3	3	4	4	3	1	3	1	0	2	3	2	4	3	3	1	3	1	4	1	1	3	1	3
8813	11PNA4.118	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	0	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	0	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
8814	11PNA4.119	1	1	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	2	4	4	3	4	2	1	1	1	1	1	4	0	2	1	2	3	4	3	3	3	3	3	4	1	3	3	1	1	3	3	2	4	2	1	4	1	2	3	4	4	1	4	1	1	3	1	4	1	1	2	1	1	4	1	4	4	4	1	3	3	1	2	3	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	2	3	4	3	3	4	3	4	2	4	4	2	1	4	2	4	4	1	3	3	3	4	4	3	1	3	1	3	2	3	2	4	3	3	1	3	1	4	1	1	3	1	1
8815	11PNA4.120	3	2	1	3	1	2	1	1	4	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	0	4	1	4	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	2	2	4	1	4	1	4	3	4	2	1	4	2	3	1	1	1	1	4	2	1	1	4	1	4	4	2	1	4	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	1	2	2	4	4	1	3	4	1	4	3	1	1	3	1	3	2	3	2	4	3	3	1	3	1	4	1	1	3	1	1
8816	11PNA4.121	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	3	2	3	1	1	1	1	3	4	2	2	1	2	3	4	3	3	3	3	3	4	1	3	3	1	1	3	3	2	2	4	2	2	1	4	3	4	2	1	4	2	3	1	3	1	1	1	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	4	2	3	4	3	1	4	3	4	2	4	4	1	1	2	2	4	2	1	3	4	1	4	3	1	1	3	1	0	2	3	2	4	3	3	1	3	1	4	1	1	3	1	3
8817	11PNA4.122	1	1	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	2	4	4	1	4	2	1	1	2	1	1	3	4	2	1	2	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	2	2	4	2	4	1	4	3	4	4	1	4	1	1	3	3	4	1	4	2	1	1	4	1	4	4	2	1	3	3	1	2	3	4	2	3	1	2	1	4	3	9	4	3	4	2	4	4	2	3	2	3	1	4	2	1	2	2	4	1	1	2	2	2	4	1	3	3	3	4	4	3	1	3	3	0	3	3	2	4	3	1	1	3	1	4	1	1	3	1	3
8818	11PNA4.123	3	2	1	3	1	2	1	1	2	2	4	3	3	4	2	3	1	2	2	2	2	4	4	3	4	3	1	1	1	1	3	4	2	2	1	2	3	4	3	3	3	3	3	4	1	3	3	1	3	3	3	2	2	4	1	4	1	4	3	4	2	1	4	2	3	1	3	1	1	1	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	2	3	2	3	1	4	3	1	1	4	4	2	1	2	2	4	2	1	3	4	3	4	3	1	1	3	1	3	2	3	2	4	3	3	1	3	3	4	1	1	3	1	3
8819	11PNA4.124	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	1	2	3	1	1	1	1	3	4	0	4	1	2	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	2	2	4	1	4	1	4	3	4	2	1	4	2	3	1	1	1	1	4	2	1	1	4	1	4	4	2	1	4	3	0	0	1	4	2	3	1	1	1	4	3	0	3	1	4	4	4	2	2	3	4	3	3	4	3	4	0	4	4	1	1	2	2	4	4	1	3	4	1	4	3	1	1	3	1	3	2	3	2	4	3	3	1	3	1	4	1	1	3	0	3
8820	11PNA4.125	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	1	2	3	1	1	1	1	3	3	2	2	1	2	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	2	2	4	2	4	1	4	3	4	2	1	4	2	3	1	3	1	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	4	2	3	4	3	1	4	3	4	2	4	4	1	1	2	2	2	4	1	3	4	1	4	3	1	1	3	3	0	3	3	2	4	3	1	1	3	1	4	1	1	3	1	3
8821	11PNA4.126	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	0	4	3	1	3	2	1	3	4	0	2	1	4	3	4	1	3	2	3	6	4	1	1	3	1	1	3	3	2	4	2	2	2	1	4	3	4	2	1	3	2	3	3	3	4	1	1	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	4	3	1	2	4	1	4	2	1	2	4	4	1	3	4	3	2	4	1	3	3	3	4	4	3	1	3	3	3	3	1	1	2	3	1	3	3	3	4	1	1	3	1	1
8822	11PNA4.127	1	1	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	2	4	4	1	4	2	1	1	2	1	1	4	0	4	1	2	3	4	1	1	2	3	1	4	1	3	3	1	1	3	3	2	4	2	1	4	1	2	3	4	4	1	4	1	1	3	3	4	4	1	2	3	1	4	1	4	4	4	1	3	3	1	2	3	4	2	3	1	2	1	4	3	4	4	3	4	2	4	2	2	3	2	3	3	4	2	1	2	2	4	2	1	4	2	4	2	1	3	3	3	4	4	3	1	3	1	3	2	3	2	4	3	3	1	3	1	4	1	1	3	1	1
8823	11PNA4.128	3	2	1	3	3	2	3	4	2	2	2	1	1	1	2	3	2	2	4	2	4	4	4	1	4	3	1	1	1	3	3	4	0	4	1	4	1	4	3	3	2	3	1	2	1	1	3	3	1	3	3	4	4	4	1	4	1	4	3	4	2	2	3	1	3	1	1	4	4	4	2	3	1	4	1	4	4	2	3	3	1	3	0	1	2	2	1	1	2	1	4	3	2	4	3	4	4	4	2	2	3	4	3	3	4	2	1	1	4	4	1	1	4	2	4	4	1	1	3	3	4	3	1	1	3	1	3	2	3	2	4	3	3	1	3	3	2	3	1	3	1	3
