strain	nativename	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 398	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
8017	PT1.12	0	1	1	4	3	4	1	1	4	2	2	3	1	4	2	3	1	3	4	1	2	2	2	1	4	2	4	1	2	1	1	3	4	1	2	3	2	3	3	2	3	3	2	1	3	1	3	1	3	3	2	4	4	2	2	2	4	3	4	4	1	4	1	1	1	3	1	1	1	2	3	1	1	1	4	4	4	0	3	3	3	1	1	3	2	2	3	1	2	2	4	3	4	3	1	4	4	4	2	3	3	4	3	1	4	3	4	1	2	4	2	1	2	2	2	2	3	1	4	3	4	4	3	1	1	3	3	3	1	2	2	3	1	1	3	0	3	2	1	1	0	1	1	1
8019	PT1.14	1	1	1	4	3	4	1	1	4	2	2	3	1	4	2	3	1	3	4	1	2	2	2	1	4	2	4	1	2	1	1	3	4	0	2	3	2	3	3	2	3	3	2	1	3	1	3	1	3	3	2	4	4	2	2	2	4	3	4	4	1	4	1	1	1	3	1	1	1	2	3	1	1	1	4	4	4	0	3	3	3	1	1	3	2	2	3	1	2	2	4	3	4	3	1	4	4	4	2	3	3	4	3	1	4	3	4	1	2	4	2	1	2	2	2	2	3	1	4	3	4	4	3	1	1	0	3	3	1	2	2	3	1	1	3	0	3	2	1	1	0	1	1	1
8022	PT1.23	3	2	1	0	1	2	0	0	0	2	4	1	1	4	0	3	1	0	4	2	2	0	4	1	4	3	0	0	2	1	3	4	0	0	4	3	4	1	3	2	3	0	4	1	0	3	1	0	3	3	2	4	4	0	4	0	4	0	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	0	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	0	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8023	PT1.24	1	1	1	0	3	4	1	1	4	2	2	3	1	4	2	3	1	0	4	1	2	2	2	1	4	2	4	0	2	1	1	4	4	0	4	3	2	3	3	2	3	3	2	1	3	1	3	3	3	1	2	2	4	1	2	2	4	3	4	2	1	0	0	3	3	3	1	1	1	2	3	1	1	1	4	4	4	0	3	3	3	0	1	3	2	0	1	1	2	0	4	4	2	0	1	4	4	4	2	3	3	0	3	3	4	0	1	0	4	4	2	1	2	3	0	2	3	1	4	3	4	4	3	1	1	0	3	0	1	0	2	3	3	3	3	0	3	2	1	1	0	3	0	1
8024	PT1.26	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	0	4	3	0	2	1	2	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8026	PT1.28	3	2	1	4	3	4	1	1	4	2	2	3	1	4	2	3	1	3	4	1	4	4	2	1	4	3	1	3	2	1	3	4	4	0	4	1	2	1	3	2	3	3	4	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	4	1	4	1	1	1	3	1	1	1	2	3	1	1	1	4	4	2	0	3	4	1	3	1	1	2	4	1	1	2	2	4	4	2	4	1	4	4	4	2	3	3	4	3	1	4	3	4	1	2	4	2	1	2	2	2	2	3	1	4	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	2	1	1	0	1	1	1
8027	PT1.29	6	5	1	3	6	9	1	1	0	8	4	6	1	0	2	3	1	2	4	0	2	4	4	1	4	3	1	3	2	6	6	10	4	4	9	3	4	1	6	2	3	1	9	1	0	0	3	1	3	3	0	9	4	1	9	1	9	6	9	9	5	3	2	3	3	6	4	1	7	2	1	5	4	1	4	4	2	0	3	4	6	1	1	1	9	2	6	1	1	1	4	3	0	3	1	4	4	4	2	3	1	2	4	3	4	0	1	2	4	4	1	3	9	8	4	0	1	6	3	3	4	4	3	1	3	1	3	8	6	0	9	3	6	6	3	0	6	9	1	6	0	6	1	1
8028	PT1.30	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	0	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	0	3	1	1	3	3	2	4	4	1	4	1	4	3	4	2	1	0	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	2	3	1	1	1	4	3	0	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	1	3	2	1	0	0	3	3	3	3	0	3	4	1	1	0	3	0	1
8029	PT1.31	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	0	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8030	PT1.32	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	0	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	2	3	1	1	1	4	3	9	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	0	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	0	1	0	0	3	3	3	3	0	3	4	1	1	0	3	0	1
8031	PT1.33	3	2	1	0	1	2	0	1	2	2	4	1	1	4	2	3	1	0	4	2	2	0	4	0	4	3	1	0	2	1	3	4	0	0	4	3	4	1	3	2	3	0	4	1	1	3	1	0	3	3	2	4	4	0	4	1	4	0	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	0	3	1	1	1	4	3	9	0	1	4	4	4	2	3	1	0	4	3	0	0	1	0	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	0	0	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8032	PT1.36	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	9	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8034	PT1.49	1	1	1	0	3	4	1	1	4	2	2	3	1	4	2	3	1	0	4	1	2	2	2	1	4	2	4	1	2	1	1	3	4	0	2	3	2	3	3	0	3	1	2	1	3	1	1	1	3	3	2	4	2	2	4	2	4	1	2	4	1	4	0	1	1	3	1	1	1	2	3	1	1	1	4	4	4	0	3	3	3	0	1	3	2	2	3	1	2	2	4	3	4	3	1	4	4	4	2	3	3	0	3	1	4	3	4	0	2	4	2	1	2	2	2	2	3	1	4	3	4	4	3	1	1	0	3	3	1	2	2	3	1	1	3	0	3	2	1	1	0	1	0	1
8035	PT1.50	1	1	1	0	3	4	1	1	4	2	2	3	1	4	2	3	1	3	4	1	2	2	2	0	4	2	4	1	2	1	1	3	4	0	2	3	2	3	3	2	3	1	2	1	3	1	1	1	3	3	2	4	9	2	4	2	4	1	2	4	1	4	1	1	1	3	1	1	1	2	3	1	1	1	4	4	4	0	3	3	3	0	1	3	2	2	3	1	2	2	4	3	4	3	1	4	4	4	2	3	3	4	3	1	4	3	4	1	2	4	2	1	2	2	2	2	3	1	4	3	4	4	3	1	1	0	3	3	1	2	2	3	1	1	3	0	3	2	1	1	0	1	0	1
8037	PT1.52	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	2	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8038	PT1.56	3	2	1	0	1	2	0	0	0	2	4	1	1	4	0	3	1	0	4	2	2	0	4	0	4	3	0	0	2	1	3	4	0	0	4	3	4	1	3	2	3	0	4	0	0	3	0	0	3	3	2	4	0	0	4	0	4	0	0	2	1	0	0	3	3	1	4	1	4	2	0	1	4	1	4	0	0	0	1	4	3	0	1	1	0	0	3	1	0	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8039	PT1.57	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	0	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	0	4	3	4	2	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8042	PT1.60	0	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	2	3	1	1	1	4	3	9	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8043	PT1.62	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	9	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	0	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8044	PT1.63	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	0	3	1	1	1	4	3	0	0	1	4	4	4	2	3	1	0	4	3	9	0	1	0	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	1	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8045	PT1.66	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	9	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	1	1
8046	PT1.71	0	2	1	0	1	2	0	0	0	2	4	1	1	4	0	3	1	0	4	2	2	0	4	1	4	3	0	0	2	1	3	4	0	0	4	3	4	1	3	2	3	0	4	0	0	0	0	0	3	3	2	4	0	0	0	0	4	0	0	2	1	3	0	3	3	1	4	1	4	2	0	1	4	1	4	0	0	0	1	4	3	0	1	1	0	0	3	1	0	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	0	4	1	3	0	3	4	4	3	0	0	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8047	PT1.72	0	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	0	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	1	1
8048	PT1.73	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	0	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	4	1	4	1	4	0	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	0	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8049	PT1.74	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	9	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8050	PT1.75	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	0	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	0	4	3	4	2	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8051	PT1.76	3	2	1	0	1	2	0	1	2	2	4	1	1	4	2	3	1	0	4	2	2	0	4	0	4	0	1	0	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	0	0	3	1	0	3	3	2	4	0	1	4	0	4	0	4	2	1	0	0	0	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	0	3	0	1	1	0	0	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	0	3	4	0	1	0	0	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8052	PT1.77	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	0	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	0	0	3	1	1	1	4	3	0	0	1	4	4	4	2	3	1	0	4	3	0	0	1	0	0	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8053	PT1.79	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	0	4	0	4	3	1	0	2	1	3	4	4	0	4	3	4	1	3	2	3	0	4	1	1	3	1	0	3	3	2	4	4	1	4	1	4	3	4	2	1	0	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	0	0	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	0	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8054	PT1.80	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	0	4	0	4	3	1	0	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	0	3	1	1	1	4	3	9	0	1	4	4	4	2	3	1	0	4	3	0	0	1	0	0	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	0	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8055	PT1.81	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	9	1	4	1	4	0	4	2	1	0	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	0	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	0	0	1	0	0	4	1	3	4	3	9	4	1	3	3	3	4	4	3	1	3	1	3	0	1	0	0	3	3	3	3	0	3	4	0	1	0	3	0	1
8056	PT1.82	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	1	1
8057	PT1.85	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8058	PT2.01	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	2	3	1	1	1	4	3	9	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	0	1	0	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8062	PT2.06	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8064	PT2.08	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	1	1
8065	PT2.09	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	0	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	9	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8066	PT2.10	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	4	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
8067	PT2.11	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	4	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	1	1
8068	PT2.12	1	1	1	0	3	4	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	4	2	3	4	1	1	2	3	1	2	1	3	1	3	3	3	3	4	2	4	1	2	1	2	1	2	4	2	3	0	3	3	3	4	1	1	2	1	2	4	1	4	4	2	0	1	4	3	0	1	1	4	2	3	1	1	1	4	3	9	0	1	4	4	4	2	3	1	0	4	3	0	2	1	2	4	4	1	3	2	2	4	2	1	1	3	1	4	4	1	1	3	1	3	2	1	2	4	3	1	1	3	0	1	2	1	1	0	3	0	1
8071	PT2.15	1	1	1	0	3	4	1	1	4	3	4	3	1	1	2	3	1	0	4	1	2	4	4	1	4	3	1	3	2	3	1	3	4	4	2	3	4	1	1	2	3	1	2	1	3	1	3	3	3	3	4	2	4	1	2	1	2	1	2	4	2	3	0	3	3	3	4	1	1	2	1	2	4	1	4	4	2	0	3	4	1	0	1	1	2	2	1	1	1	1	4	4	4	0	1	4	4	1	4	2	3	0	4	1	2	0	4	0	2	1	1	1	2	2	4	2	1	1	3	1	4	4	1	3	3	1	3	0	3	0	4	3	1	1	3	0	1	2	1	3	0	1	0	1
